# time   MOSI  MISO
0.00015  00  08
0.00093  0a  00
0.00120  00  aa
0.00149  0a  00
0.00176  00  aa
0.00202  80  00
0.00231  0a  81
0.00259  99  87
0.00287  01  00
0.00314  00  c8
0.00341  00  00
0.00368  00  c8
0.00396  00  00
0.00423  00  00
0.00452  b0  00
0.00481  00  16
0.00508  00  16
0.00535  a0  50
0.00564  00  00
0.00591  e4  c8
0.00622  00  9c
0.00649  00  6a
0.00688  50  00
0.00715  2f  50
0.00744  90  50
0.00772  00  00
0.00799  00  80
0.00826  0c  00

0.01841  90  0c
0.01870  00  00
0.01897  00  80
0.01925  0a  00
0.01952  00  aa
0.01979  b0  00
0.02008  00  16
0.02034  00  16
0.02061  a0  50
0.02090  00  00
0.02116  e4  c8
0.02148  00  9c
0.02175  b2  6a
0.02204  00  5a
0.02231  00  02
0.02258  00  46

0.06520  f0  00
0.06548  b0  11
0.06577  00  16
0.06604  00  16
0.06631  00  50
0.06661  c0  00
0.06689  00  00
0.06718  00  00

0.11431  e0  00
0.11462  00  c2
0.11489  ea  51
0.11521  00  9c
0.11548  00  46
0.11575  00  00
0.11602  00  00
0.11629  00  00
0.11656  e8  00
0.11689  00  22
0.11716  00  16
0.11743  00  00
0.11769  00  00
0.11797  00  00
0.11824  00  00
0.11855  f8  00
0.11884  fc  b3
0.11915  fa  be
0.11944  fe  ba
0.11975  00  c5
0.12018  90  00
0.12046  00  00
0.12074  00  80
0.12100  b0  00
0.12129  7f  16
0.12156  ff  16
0.12183  0a  50
0.12210  00  aa
0.12236  b0  00
0.12265  00  16
0.12292  00  16
0.12319  a0  50
0.12348  00  00
0.12375  e4  c8
0.12406  00  9c
0.12433  b2  6a
0.12463  00  5a
0.12489  00  02
0.12516  00  46

0.12712  f0  00
0.12741  b0  11
0.12769  00  16
0.12796  00  16
0.12823  00  50
0.12853  c0  00
0.12882  00  00
0.12908  00  00

0.17665  e0  00
0.17695  00  c2
0.17722  ea  51
0.17754  00  9c
0.17781  00  46
0.17809  00  00
0.17836  00  00
0.17863  00  00
0.17890  e8  00
0.17922  00  22
0.17949  00  16
0.17976  00  00
0.18004  00  00
0.18031  00  00
0.18058  00  00
0.18089  f8  00
0.18118  fc  b3
0.18147  fa  be
0.18177  fe  ba
0.18207  00  c5
0.18248  90  00
0.18276  00  00
0.18304  00  80
0.18331  b0  00
0.18360  7f  16
0.18388  ff  16
0.18415  0a  50
0.18442  00  aa
0.18469  b0  00
0.18498  00  16
0.18525  00  16
0.18552  a0  50
0.18581  00  00
0.18607  e4  c8
0.18639  00  9c
0.18666  b2  6a
0.18697  00  5a
0.18724  00  02
0.18751  00  46

0.18944  f0  00
0.18973  b0  11
0.19002  00  16
0.19029  00  16
0.19056  00  50
0.19087  c0  00
0.19115  00  00
0.19142  00  00

0.23851  e0  00
0.23881  00  c2
0.23908  ea  51
0.23940  00  9c
0.23967  00  46
0.23995  00  00
0.24022  00  00
0.24049  00  00
0.24076  e8  00
0.24108  00  22
0.24135  00  16
0.24162  00  00
0.24190  00  00
0.24217  00  00
0.24244  00  00
0.24275  f8  00
0.24304  fc  b3
0.24333  fa  be
0.24363  fe  ba
0.24393  00  c5
0.24434  90  00
0.24463  00  00
0.24491  00  80
0.24517  b0  00
0.24546  7f  16
0.24573  ff  16
0.24600  0a  50
0.24627  00  aa
0.24653  b0  00
0.24683  00  16
0.24710  00  16
0.24737  a0  50
0.24766  00  00
0.24804  e4  c8
0.24835  00  9c
0.24862  b2  6a
0.24892  00  5a
0.24919  00  02
0.24946  00  46

0.25138  f0  00
0.25167  b0  11
0.25196  00  16
0.25223  00  16
0.25250  00  50
0.25282  c0  00
0.25311  00  00
0.25337  00  00

0.30059  e0  00
0.30091  00  c2
0.30118  ea  51
0.30150  00  9c
0.30178  00  46
0.30205  00  00
0.30232  00  00
0.30258  00  00
0.30286  e8  00
0.30318  00  22
0.30345  00  16
0.30372  00  00
0.30399  00  00
0.30426  00  00
0.30454  00  00
0.30487  f8  00
0.30516  fc  b3
0.30545  fa  be
0.30575  fe  ba
0.30605  00  c5
0.30646  90  00
0.30674  00  00
0.30702  00  80
0.30729  b0  00
0.30758  7f  16
0.30785  ff  16
0.30812  0a  50
0.30839  00  aa
0.30866  b0  00
0.30896  00  16
0.30922  00  16
0.30949  a0  50
0.30978  00  00
0.31005  e4  c8
0.31037  00  9c
0.31066  b2  6a
0.31097  00  5a
0.31124  00  02
0.31151  00  46

0.31343  f0  00
0.31372  b0  11
0.31400  00  16
0.31427  00  16
0.31455  00  50
0.31485  c0  00
0.31514  00  00
0.31540  00  00

0.36271  e0  00
0.36302  00  c2
0.36329  ea  51
0.36362  00  9c
0.36389  00  46
0.36416  00  00
0.36443  00  00
0.36470  00  00
0.36497  e8  00
0.36529  00  22
0.36557  00  16
0.36584  00  00
0.36611  00  00
0.36638  00  00
0.36665  00  00
0.36696  f8  00
0.36725  fc  b3
0.36754  fa  be
0.36784  fe  ba
0.36814  00  c5
0.36857  90  00
0.36886  00  00
0.36914  00  80
0.36942  b0  00
0.36971  7f  16
0.36998  ff  16
0.37025  0a  50
0.37052  00  aa
0.37078  b0  00
0.37108  00  16
0.37135  00  16
0.37161  a0  50
0.37190  00  00
0.37217  e4  c8
0.37248  00  9c
0.37275  b2  6a
0.37305  00  5a
0.37331  00  02
0.37358  00  46

0.37551  f0  00
0.37579  b0  11
0.37608  00  16
0.37635  00  16
0.37661  00  50
0.37691  c0  00
0.37720  00  00
0.37746  00  00

0.42482  e0  00
0.42513  00  c2
0.42539  ea  51
0.42572  00  9c
0.42599  00  46
0.42627  00  00
0.42654  00  00
0.42681  00  00
0.42708  e8  00
0.42740  00  22
0.42767  00  16
0.42794  00  00
0.42821  00  00
0.42848  00  00
0.42876  00  00
0.42907  f8  00
0.42936  fc  b3
0.42966  fa  be
0.42995  fe  ba
0.43026  00  c5
0.43067  90  00
0.43096  00  00
0.43126  00  80
0.43152  b0  00
0.43181  7f  16
0.43208  ff  16
0.43237  0a  50
0.43264  00  aa
0.43290  b0  00
0.43320  00  16
0.43346  00  16
0.43373  a0  50
0.43402  00  00
0.43429  e4  c8
0.43460  00  9c
0.43487  b2  6a
0.43517  00  5a
0.43543  00  02
0.43570  00  46

0.43763  f0  00
0.43791  b0  11
0.43820  00  16
0.43847  00  16
0.43874  00  50
0.43904  c0  00
0.43934  00  00
0.43961  00  00

0.48697  e0  00
0.48728  00  c2
0.48755  ea  51
0.48788  00  9c
0.48815  00  46
0.48842  00  00
0.48869  00  00
0.48896  00  00
0.48924  e8  00
0.48956  00  22
0.48983  00  16
0.49011  00  00
0.49038  00  00
0.49065  00  00
0.49092  00  00
0.49125  f8  00
0.49154  fc  b3
0.49184  fa  be
0.49213  fe  ba
0.49243  00  c5
0.49285  90  00
0.49314  00  00
0.49341  00  80
0.49368  b0  00
0.49397  7f  16
0.49424  ff  16
0.49451  0a  50
0.49478  00  aa
0.49504  b0  00
0.49534  00  16
0.49561  00  16
0.49588  a0  50
0.49617  00  00
0.49644  e4  c8
0.49675  00  9c
0.49702  b2  6a
0.49740  00  5a
0.49767  00  02
0.49794  00  46

0.49986  f0  00
0.50015  b0  11
0.50043  00  16
0.50070  00  16
0.50097  00  50
0.50130  c0  00
0.50158  00  00
0.50185  00  00

0.54946  e0  00
0.54977  00  c2
0.55006  ea  51
0.55038  00  9c
0.55066  00  46
0.55092  00  00
0.55120  00  00
0.55147  00  00
0.55174  e8  00
0.55206  00  22
0.55233  00  16
0.55260  00  00
0.55287  00  00
0.55314  00  00
0.55342  00  00
0.55373  f8  00
0.55401  fc  b3
0.55431  fa  be
0.55461  fe  ba
0.55491  00  c5
0.55534  90  00
0.55563  00  00
0.55591  00  80
0.55619  b0  00
0.55648  7f  16
0.55675  ff  16
0.55704  0a  50
0.55731  00  aa
0.55757  b0  00
0.55787  00  16
0.55813  00  16
0.55840  a0  50
0.55869  00  00
0.55896  e4  c8
0.55927  00  9c
0.55954  b2  6a
0.55983  00  5a
0.56010  00  02
