# time   MOSI  MISO
0.00015  00  08
0.00092  0a  00
0.00119  00  aa
0.00148  0a  00
0.00174  00  aa
0.00201  80  00
0.00230  0a  81
0.00258  99  87
0.00286  01  00
0.00313  00  c8
0.00340  00  00
0.00367  00  c8
0.00395  00  00
0.00421  00  00
0.00451  b0  00
0.00480  00  16
0.00507  00  16
0.00534  a0  50
0.00562  00  00
0.00589  e4  c8
0.00620  00  9c
0.00647  00  6a
0.00686  50  00
0.00713  2d  50
0.00741  90  50
0.00769  00  00
0.00797  00  00
0.00824  0c  00

0.01908  f0  0c
0.01936  b0  11
0.01965  00  16
0.01991  00  16
0.02018  00  50
0.02050  c0  00
0.02079  00  00
0.02106  00  00

0.10408  e0  00
0.10439  00  c2
0.10466  ea  51
0.10498  00  9c
0.10525  00  46
0.10552  00  00
0.10579  00  00
0.10606  00  00
0.10634  e8  00
0.10666  00  22
0.10693  00  16
0.10720  00  00
0.10747  00  00
0.10774  00  00
0.10801  00  00
0.10828  f8  00
0.10856  fc  b3
0.10886  fa  be
0.10915  fe  ba
0.10946  00  c5
0.10983  90  00
0.11011  00  00
0.11038  00  00
0.11106  0a  00
0.11134  00  aa
0.11160  b0  00
0.11189  00  16
0.11216  00  16
0.11243  a0  50
0.11271  00  00
0.11300  e4  c8
0.11331  00  9c
0.11358  b2  6a
0.11388  00  5a
0.11415  00  02
0.11442  00  46

0.11580  f0  00
0.11609  b0  11
0.11638  00  16
0.11665  00  16
0.11692  00  50
0.11724  c0  00
0.11753  00  00
0.11780  00  00

0.19999  e0  00
0.20030  00  c2
0.20057  ea  51
0.20090  00  9c
0.20117  00  46
0.20144  00  00
0.20171  00  00
0.20198  00  00
0.20226  e8  00
0.20258  00  22
0.20287  00  16
0.20314  00  00
0.20341  00  00
0.20368  00  00
0.20396  00  00
0.20422  f8  00
0.20451  fc  b3
0.20481  fa  be
0.20510  fe  ba
0.20540  00  c5
0.20577  90  00
0.20606  00  00
0.20634  00  00
0.20661  50  00
0.20689  2d  50
0.20719  c0  50
0.20747  00  00
0.20776  00  00
0.20803  06  00
0.20878  0f  06
0.20905  f0  0f
0.20933  b0  11
0.20962  00  16
0.20990  00  16
0.21017  00  50
0.21072  c0  00
0.21101  00  00
0.21127  00  00

0.26911  e0  00
0.26947  00  c2
0.26974  ea  51
0.27006  00  9c
0.27033  00  46
0.27060  00  00
0.27087  00  00
0.27114  00  00
0.27142  e8  00
0.27173  00  22
0.27201  00  16
0.27228  00  00
0.27255  00  00
0.27282  00  00
0.27310  00  00
0.27337  f8  00
0.27366  fc  b3
0.27395  fa  be
0.27425  fe  ba
0.27454  00  c5
0.27492  90  00
0.27520  00  00
0.27548  00  04
0.27593  f0  00
0.27621  b0  11
0.27650  00  16
0.27677  00  16
0.27704  00  50
0.27759  c0  00
0.27788  00  ff
0.27814  00  07

0.33434  e0  00
0.33465  00  c2
0.33492  ea  51
0.33525  00  9c
0.33554  00  46
0.33581  00  00
0.33607  00  00
0.33634  00  00
0.33662  e8  00
0.33694  00  22
0.33721  00  16
0.33748  00  00
0.33775  00  00
0.33802  00  00
0.33829  00  00
0.33858  f8  00
0.33887  fc  b3
0.33916  fa  be
0.33946  fe  ba
0.33976  00  c5
0.34012  90  00
0.34042  00  00
0.34070  00  04
0.34101  f0  00
0.34130  b0  11
0.34159  00  16
0.34185  00  16
0.34212  00  50
0.34269  c0  00
0.34298  00  fd
0.34324  00  0f

0.39854  e0  00
0.39885  00  c2
0.39912  ea  7a
0.39944  00  21
0.39972  00  80
0.39999  00  00
0.40027  00  00
0.40054  00  00
0.40081  e8  00
0.40114  00  21
0.40141  00  c2
0.40168  00  00
0.40195  00  00
0.40222  00  00
0.40250  00  00
0.40276  f8  00
0.40305  fc  b7
0.40336  fa  c1
0.40366  fe  bc
0.40396  00  c7
0.40462  90  00
0.40496  00  00
0.40540  00  04
0.40626  f0  00
0.40655  b0  0d
0.40684  00  16
0.40711  00  16
0.40737  00  50
0.40792  c0  00
0.40821  00  fb
0.40848  00  17

0.46345  e0  00
0.46376  00  c2
0.46403  ea  7a
0.46435  00  21
0.46462  00  80
0.46489  00  00
0.46516  00  00
0.46548  00  00
0.46576  e8  00
0.46610  00  21
0.46637  00  c2
0.46664  00  00
0.46691  00  00
0.46720  00  00
0.46747  00  00
0.46774  f8  00
0.46807  fc  b7
0.46836  fa  c1
0.46866  fe  bc
0.46897  00  c7
0.46963  90  00
0.46995  00  00
0.47044  00  04
0.47129  0a  00
0.47156  00  aa
0.47183  b0  00
0.47212  00  16
0.47238  00  16
0.47265  a0  50
0.47294  00  00
0.47323  e4  c8
0.47354  00  9c
0.47381  b2  6a
0.47411  00  5a
0.47438  00  01
0.47465  00  35
0.47522  f0  00
0.47550  b0  0d
0.47579  00  16
0.47607  00  16
0.47634  00  50
0.47689  c0  00
0.47718  00  f9
0.47745  00  07

0.53357  e0  00
0.53389  00  c2
0.53416  ea  9e
0.53448  00  21
0.53475  00  48
0.53502  00  00
0.53530  00  00
0.53556  00  00
0.53584  e8  00
0.53616  00  21
0.53643  00  66
0.53670  00  00
0.53697  00  00
0.53724  00  00
0.53752  00  00
0.53778  f8  00
0.53807  fc  ba
0.53837  fa  c6
0.53867  fe  bd
0.53897  00  ca
0.53961  90  00
0.54004  00  00
0.54034  00  04
0.54125  f0  00
0.54154  b0  0d
0.54183  00  16
0.54209  00  16
0.54236  00  50
0.54291  c0  00
0.54321  00  f7
0.54348  00  0b

0.59834  e0  00
0.59865  00  c2
0.59892  ea  ce
0.59925  00  20
0.59952  00  de
0.59979  00  00
0.60006  00  00
0.60037  00  00
0.60064  e8  00
0.60097  00  20
0.60124  00  ed
0.60151  00  00
0.60178  00  00
0.60205  00  00
0.60233  00  00
0.60261  f8  00
0.60290  fc  bd
0.60319  fa  cb
0.60349  fe  be
0.60379  00  cd
0.60443  90  00
0.60490  00  00
0.60523  00  04
0.60608  f0  00
0.60637  b0  12
0.60665  00  16
0.60693  00  16
0.60720  00  50
0.60775  c0  00
0.60804  00  f5
0.60830  00  17

0.66278  e0  00
0.66309  00  c2
0.66336  ea  ce
0.66370  00  20
0.66397  00  de
0.66424  00  00
0.66451  00  00
0.66482  00  00
0.66510  e8  00
0.66542  00  20
0.66570  00  ed
0.66597  00  00
0.66624  00  00
0.66651  00  00
0.66678  00  00
0.66705  f8  00
0.66734  fc  bd
0.66763  fa  cb
0.66793  fe  be
0.66823  00  cd
0.66889  90  00
0.66921  00  00
0.66954  00  04
0.67051  f0  00
0.67080  b0  12
0.67109  00  16
0.67135  00  16
0.67162  00  50
0.67217  c0  00
0.67247  00  f3
0.67273  00  23

0.72707  e0  00
0.72737  00  c2
0.72764  ea  ce
0.72796  00  20
0.72823  00  de
0.72850  00  00
0.72877  00  00
0.72904  00  00
0.72932  e8  00
0.72963  00  20
0.72991  00  ed
0.73018  00  00
0.73044  00  00
0.73071  00  00
0.73099  00  00
0.73126  f8  00
0.73154  fc  bd
0.73184  fa  cb
0.73213  fe  be
0.73244  00  cd
0.73279  90  00
0.73308  00  00
0.73335  00  10
0.73375  50  00
0.73402  2e  50
0.73433  c0  50
0.73462  00  f1
0.73488  00  cd
0.73515  f0  00
0.73543  b0  12
0.73572  00  16
0.73599  00  16
0.73626  00  50
0.73683  c0  00
0.73711  00  f1
0.73738  00  cd

0.82120  e0  00
0.82151  00  c2
0.82178  ea  ce
0.82211  00  20
0.82238  00  de
0.82265  00  00
0.82292  00  00
0.82319  00  00
0.82347  e8  00
0.82379  00  20
0.82406  00  ed
0.82434  00  00
0.82461  00  00
0.82488  00  00
0.82515  00  00
0.82544  f8  00
0.82573  fc  bd
0.82602  fa  cb
0.82632  fe  be
0.82662  00  cd
0.82697  90  00
0.82726  00  00
0.82754  00  10
0.82780  50  00
0.82808  2d  50
0.82840  05  50
0.82918  0f  05
0.82946  0a  0f
0.82972  00  aa
0.82999  b0  00
0.83029  00  16
0.83055  00  16
0.83082  a0  50
0.83111  00  00
0.83137  e4  c8
0.83169  00  9c
0.83196  b2  6a
0.83227  00  5a
0.83254  00  00
0.83281  00  25
0.83339  f0  00
0.83367  b0  12
0.83396  00  16
0.83424  00  16
0.83451  00  50
0.83506  c0  00
0.83535  00  f1
0.83562  00  ce

0.89151  e0  00
0.89182  00  c2
0.89209  ea  ce
0.89242  00  20
0.89269  00  de
0.89296  00  00
0.89322  00  00
0.89349  00  00
0.89377  e8  00
0.89411  00  20
0.89438  00  ed
0.89469  00  00
0.89495  00  00
0.89522  00  00
0.89550  00  00
0.89576  f8  00
0.89614  fc  bd
0.89644  fa  cb
0.89674  fe  be
0.89704  00  cd
0.89740  90  00
0.89768  00  00
0.89796  00  04
0.89841  f0  00
0.89869  b0  12
0.89900  00  16
0.89927  00  16
0.89954  00  50
0.90011  c0  00
0.90040  00  f2
0.90067  00  f6

0.95673  e0  00
0.95704  00  c2
0.95731  ea  ce
0.95763  00  20
0.95795  00  de
0.95822  00  00
0.95849  00  00
0.95876  00  00
0.95904  e8  00
0.95936  00  20
0.95963  00  ed
0.95990  00  00
0.96017  00  00
0.96044  00  00
0.96072  00  00
0.96101  f8  00
0.96130  fc  bd
0.96159  fa  cb
0.96189  fe  be
0.96219  00  cd
0.96255  90  00
0.96284  00  00
0.96312  00  04
0.96343  f0  00
0.96371  b0  12
0.96400  00  16
0.96427  00  16
0.96457  00  50
0.96514  c0  00
0.96544  00  f4
0.96571  00  f2

1.02121  e0  00
1.02152  00  c2
1.02180  ea  9e
1.02212  00  21
1.02239  00  48
1.02269  00  00
1.02296  00  00
1.02323  00  00
1.02350  e8  00
1.02382  00  21
1.02409  00  66
1.02436  00  00
1.02463  00  00
1.02490  00  00
1.02518  00  00
1.02545  f8  00
1.02573  fc  ba
1.02603  fa  c6
1.02632  fe  bd
1.02663  00  ca
1.02729  90  00
1.02759  00  00
1.02807  00  04
1.02895  f0  00
1.02923  b0  0d
1.02952  00  16
1.02979  00  16
1.03005  00  50
1.03060  c0  00
1.03093  00  f6
1.03120  00  f3

1.08714  e0  00
1.08745  00  c2
1.08773  ea  9e
1.08806  00  21
1.08833  00  48
1.08863  00  00
1.08890  00  00
1.08917  00  00
1.08944  e8  00
1.08976  00  21
1.09003  00  66
1.09030  00  00
1.09057  00  00
1.09086  00  00
1.09114  00  00
1.09142  f8  00
1.09173  fc  ba
1.09203  fa  c6
1.09232  fe  bd
1.09263  00  ca
1.09326  90  00
1.09367  00  00
1.09400  00  04
1.09491  f0  00
1.09519  b0  0d
1.09563  00  16
1.09590  00  16
1.09617  00  50
1.09674  c0  00
1.09703  00  f8
1.09729  00  f3

1.15312  e0  00
1.15343  00  c2
1.15370  ea  7a
1.15404  00  21
1.15431  00  80
1.15458  00  00
1.15485  00  00
1.15512  00  00
1.15540  e8  00
1.15573  00  21
1.15600  00  c2
1.15627  00  00
1.15656  00  00
1.15683  00  00
1.15711  00  00
1.15739  f8  00
1.15767  fc  b7
1.15797  fa  c1
1.15826  fe  bc
1.15856  00  c7
1.15920  90  00
1.15952  00  00
1.15986  00  04
1.16084  0a  00
1.16111  00  aa
1.16137  b0  00
1.16167  00  16
1.16194  00  16
1.16221  a0  50
1.16250  00  00
1.16277  e4  c8
1.16308  00  9c
1.16335  b2  6a
1.16365  00  5a
1.16392  00  01
1.16418  00  35
1.16476  f0  00
1.16505  b0  0d
1.16534  00  16
1.16561  00  16
1.16588  00  50
1.16645  c0  00
1.16674  00  fb
1.16700  00  0f

1.22247  e0  00
1.22277  00  c2
1.22304  ea  51
1.22337  00  9c
1.22364  00  46
1.22391  00  00
1.22418  00  00
1.22445  00  00
1.22473  e8  00
1.22505  00  22
1.22532  00  16
1.22559  00  00
1.22586  00  00
1.22613  00  00
1.22640  00  00
1.22667  f8  00
1.22696  fc  b3
1.22727  fa  be
1.22757  fe  ba
1.22787  00  c5
1.22853  90  00
1.22886  00  00
1.22930  00  04
1.23016  f0  00
1.23045  b0  11
1.23074  00  16
1.23101  00  16
1.23128  00  50
1.23183  c0  00
1.23212  00  fd
1.23239  00  0f

1.28743  e0  00
1.28773  00  c2
1.28801  ea  51
1.28834  00  9c
1.28861  00  46
1.28888  00  00
1.28916  00  00
1.28943  00  00
1.28970  e8  00
1.29002  00  22
1.29029  00  16
1.29056  00  00
1.29083  00  00
1.29111  00  00
1.29139  00  00
1.29166  f8  00
1.29194  fc  b3
1.29224  fa  be
1.29254  fe  ba
1.29284  00  c5
1.29350  90  00
1.29382  00  00
1.29430  00  04
1.29527  f0  00
1.29556  b0  11
1.29585  00  16
1.29612  00  16
1.29639  00  50
1.29694  c0  00
1.29726  00  ff
1.29753  00  0b

1.35233  e0  00
1.35264  00  c2
1.35291  ea  51
1.35323  00  9c
1.35350  00  46
1.35377  00  00
1.35405  00  00
1.35432  00  00
1.35459  e8  00
1.35491  00  22
1.35518  00  16
1.35545  00  00
1.35572  00  00
1.35600  00  00
1.35627  00  00
1.35654  f8  00
1.35684  fc  b3
1.35713  fa  be
1.35743  fe  ba
1.35773  00  c5
1.35811  90  00
1.35840  00  00
1.35867  00  10
1.35907  50  00
1.35935  2e  50
1.35965  c0  50
1.35994  00  00
1.36020  00  4a
1.36046  f0  00
1.36075  b0  11
1.36104  00  16
1.36131  00  16
1.36158  00  50
1.36215  c0  00
1.36244  00  00
1.36271  00  4a

1.44689  e0  00
1.44720  00  c2
1.44747  ea  51
1.44780  00  9c
1.44806  00  46
1.44833  00  00
1.44863  00  00
1.44890  00  00
1.44918  e8  00
1.44950  00  22
1.44977  00  16
1.45004  00  00
1.45031  00  00
1.45063  00  00
1.45090  00  00
1.45117  f8  00
1.45145  fc  b3
1.45175  fa  be
1.45204  fe  ba
1.45234  00  c5
1.45274  90  00
1.45303  00  00
1.45330  00  10
1.45357  50  00
1.45385  2d  50
1.45417  0a  50
1.45444  00  aa
1.45473  b0  00
1.45503  00  16
1.45530  00  16
1.45561  a0  50
1.45590  00  00
1.45617  e4  c8
1.45647  00  9c
1.45675  b2  6a
1.45705  00  5a
1.45732  00  02
1.45761  00  46
1.45788  c0  00
1.45816  00  00
1.45843  00  4a

1.45946  0e  00
1.45975  0f  0e
1.46020  0a  0f
1.46047  00  aa
1.46076  b0  00
