# time   MOSI  MISO
0.00015  00  08
0.00093  0a  00
0.00120  00  aa
0.00149  0a  00
0.00175  00  aa
0.00202  80  00
0.00230  0a  81
0.00258  99  87
0.00286  01  00
0.00313  00  c8
0.00340  00  00
0.00367  00  c8
0.00395  00  00
0.00422  00  00
0.00451  b0  00
0.00480  00  16
0.00507  00  16
0.00535  a0  50
0.00564  00  00
0.00591  e4  c8
0.00624  00  9c
0.00651  00  6a
0.00690  50  00
0.00718  2f  50
0.00746  90  50
0.00774  00  00
0.00802  00  90
0.00829  0c  00

0.01833  90  0c
0.01862  00  00
0.01889  00  90
0.01917  0a  00
0.01944  00  aa
0.01970  b0  00
0.01999  00  16
0.02026  00  16
0.02053  a0  50
0.02082  00  00
0.02109  e4  c8
0.02140  00  9c
0.02167  b2  6a
0.02198  00  5a
0.02225  00  02
0.02252  00  46

0.06633  f0  00
0.06661  b0  11
0.06690  00  16
0.06717  00  16
0.06744  00  50
0.06774  c0  00
0.06803  00  00
0.06829  00  00

0.11864  e0  00
0.11894  00  c2
0.11921  ea  51
0.11954  00  9c
0.11981  00  46
0.12008  00  00
0.12035  00  00
0.12062  00  00
0.12090  e8  00
0.12122  00  22
0.12149  00  16
0.12176  00  00
0.12203  00  00
0.12230  00  00
0.12257  00  00
0.12288  f8  00
0.12317  fc  b3
0.12346  fa  be
0.12376  fe  ba
0.12407  00  c5
0.12448  90  00
0.12477  00  00
0.12506  00  90
0.12533  b0  00
0.12562  7f  16
0.12588  ff  16
0.12618  0a  50
0.12645  00  aa
0.12672  b0  00
0.12701  00  16
0.12728  00  16
0.12755  a0  50
0.12784  00  00
0.12811  e4  c8
0.12842  00  9c
0.12869  b2  6a
0.12899  00  5a
0.12926  00  02
0.12953  00  46

0.13120  f0  00
0.13148  b0  11
0.13177  00  16
0.13205  00  16
0.13232  00  50
0.13262  c0  00
0.13291  00  00
0.13317  00  00

0.18147  e0  00
0.18178  00  c2
0.18205  ea  51
0.18237  00  9c
0.18264  00  46
0.18293  00  00
0.18320  00  00
0.18347  00  00
0.18374  e8  00
0.18407  00  22
0.18434  00  16
0.18461  00  00
0.18488  00  00
0.18515  00  00
0.18543  00  00
0.18573  f8  00
0.18602  fc  b3
0.18632  fa  be
0.18662  fe  ba
0.18692  00  c5
0.18733  90  00
0.18762  00  00
0.18791  00  90
0.18818  b0  00
0.18847  7f  16
0.18874  ff  16
0.18903  0a  50
0.18930  00  aa
0.18956  b0  00
0.18985  00  16
0.19012  00  16
0.19039  a0  50
0.19068  00  00
0.19094  e4  c8
0.19126  00  9c
0.19153  b2  6a
0.19182  00  5a
0.19209  00  02
0.19236  00  46

0.19398  f0  00
0.19427  b0  11
0.19456  00  16
0.19482  00  16
0.19509  00  50
0.19539  c0  00
0.19568  00  00
0.19595  00  00

0.24732  e0  00
0.24763  00  c2
0.24801  ea  51
0.24833  00  9c
0.24860  00  46
0.24887  00  00
0.24914  00  00
0.24941  00  00
0.24969  e8  00
0.25001  00  22
0.25028  00  16
0.25055  00  00
0.25082  00  00
0.25109  00  00
0.25137  00  00
0.25167  f8  00
0.25196  fc  b3
0.25226  fa  be
0.25255  fe  ba
0.25285  00  c5
0.25326  90  00
0.25355  00  00
0.25383  00  90
0.25410  b0  00
0.25438  7f  16
0.25465  ff  16
0.25492  0a  50
0.25519  00  aa
0.25546  b0  00
0.25575  00  16
0.25602  00  16
0.25629  a0  50
0.25658  00  00
0.25685  e4  c8
0.25716  00  9c
0.25743  b2  6a
0.25775  00  5a
0.25802  00  02
0.25829  00  46

0.25991  f0  00
0.26020  b0  11
0.26049  00  16
0.26076  00  16
0.26103  00  50
0.26133  c0  00
0.26164  00  00
0.26190  00  00

0.31017  e0  00
0.31048  00  c2
0.31074  ea  51
0.31107  00  9c
0.31134  00  46
0.31162  00  00
0.31189  00  00
0.31216  00  00
0.31244  e8  00
0.31276  00  22
0.31303  00  16
0.31330  00  00
0.31357  00  00
0.31384  00  00
0.31412  00  00
0.31443  f8  00
0.31472  fc  b3
0.31501  fa  be
0.31531  fe  ba
0.31561  00  c5
0.31602  90  00
0.31631  00  00
0.31661  00  90
0.31687  b0  00
0.31717  7f  16
0.31743  ff  16
0.31772  0a  50
0.31799  00  aa
0.31826  b0  00
0.31855  00  16
0.31881  00  16
0.31908  a0  50
0.31937  00  00
0.31963  e4  c8
0.31995  00  9c
0.32021  b2  6a
0.32051  00  5a
0.32077  00  02
0.32104  00  46

0.32267  f0  00
0.32295  b0  11
0.32324  00  16
0.32351  00  16
0.32378  00  50
0.32408  c0  00
0.32437  00  00
0.32463  00  00

0.37302  e0  00
0.37333  00  c2
0.37360  ea  51
0.37393  00  9c
0.37420  00  46
0.37447  00  00
0.37474  00  00
0.37501  00  00
0.37529  e8  00
0.37561  00  22
0.37588  00  16
0.37615  00  00
0.37642  00  00
0.37669  00  00
0.37697  00  00
0.37728  f8  00
0.37757  fc  b3
0.37787  fa  be
0.37816  fe  ba
0.37846  00  c5
0.37888  90  00
0.37916  00  00
0.37946  00  90
0.37973  b0  00
0.38002  7f  16
0.38029  ff  16
0.38058  0a  50
0.38085  00  aa
0.38111  b0  00
0.38140  00  16
0.38167  00  16
0.38194  a0  50
0.38223  00  00
0.38250  e4  c8
0.38281  00  9c
0.38308  b2  6a
0.38339  00  5a
0.38366  00  02
0.38393  00  46

0.38555  f0  00
0.38583  b0  11
0.38612  00  16
0.38638  00  16
0.38665  00  50
0.38695  c0  00
0.38724  00  00
0.38750  00  00

0.43687  e0  00
0.43718  00  c2
0.43745  ea  51
0.43777  00  9c
0.43804  00  46
0.43832  00  00
0.43859  00  00
0.43886  00  00
0.43914  e8  00
0.43946  00  22
0.43973  00  16
0.44000  00  00
0.44027  00  00
0.44054  00  00
0.44081  00  00
0.44112  f8  00
0.44141  fc  b3
0.44171  fa  be
0.44200  fe  ba
0.44231  00  c5
0.44272  90  00
0.44301  00  00
0.44331  00  90
0.44357  b0  00
0.44387  7f  16
0.44413  ff  16
0.44443  0a  50
0.44469  00  aa
0.44496  b0  00
0.44525  00  16
0.44552  00  16
0.44579  a0  50
0.44608  00  00
0.44635  e4  c8
0.44666  00  9c
0.44693  b2  6a
0.44732  00  5a
0.44759  00  02
0.44786  00  46

0.44948  f0  00
0.44976  b0  11
0.45005  00  16
0.45032  00  16
0.45059  00  50
0.45089  c0  00
0.45119  00  00
0.45146  00  00

0.49972  e0  00
0.50003  00  c2
0.50030  ea  51
0.50062  00  9c
0.50089  00  46
0.50117  00  00
0.50144  00  00
0.50171  00  00
0.50199  e8  00
0.50231  00  22
0.50258  00  16
0.50285  00  00
0.50312  00  00
0.50339  00  00
0.50366  00  00
0.50397  f8  00
0.50426  fc  b3
0.50456  fa  be
0.50485  fe  ba
0.50516  00  c5
0.50557  90  00
0.50586  00  00
0.50613  00  90
0.50640  b0  00
0.50669  7f  16
0.50695  ff  16
0.50725  0a  50
0.50752  00  aa
0.50779  b0  00
0.50808  00  16
0.50834  00  16
0.50861  a0  50
0.50890  00  00
0.50917  e4  c8
0.50948  00  9c
0.50975  b2  6a
0.51005  00  5a
0.51031  00  02
0.51058  00  46

0.51220  f0  00
0.51249  b0  11
0.51278  00  16
0.51304  00  16
0.51331  00  50
0.51361  c0  00
0.51390  00  00
0.51417  00  00

0.56457  e0  00
0.56488  00  c2
0.56515  ea  51
0.56547  00  9c
0.56574  00  46
0.56602  00  00
0.56629  00  00
0.56656  00  00
0.56683  e8  00
0.56716  00  22
0.56743  00  16
0.56770  00  00
0.56796  00  00
0.56823  00  00
0.56851  00  00
0.56882  f8  00
0.56911  fc  b3
0.56941  fa  be
0.56970  fe  ba
0.57001  00  c5
0.57042  90  00
0.57071  00  00
0.57100  00  90
0.57128  b0  00
0.57157  7f  16
0.57183  ff  16
0.57213  0a  50
0.57240  00  aa
0.57266  b0  00
0.57295  00  16
0.57322  00  16
0.57349  a0  50
0.57378  00  00
0.57405  e4  c8
0.57436  00  9c
0.57463  b2  6a
0.57492  00  5a
0.57519  00  02
