# time   MOSI  MISO
1.89004  00  16
1.89030  00  16
1.89059  a0  50
1.89088  00  00
1.89116  e4  c8
1.89147  00  9c
1.89174  b2  6a
1.89205  00  5a
1.89233  00  00
1.89260  00  25

1.93821  90  00
1.93849  00  00
1.93876  00  80
1.93907  0a  00
1.93934  00  aa
1.93961  b0  00
1.93990  00  16
1.94016  00  16
1.94043  a0  50
1.94072  00  00
1.94100  e4  c8
1.94132  00  9c
1.94159  b2  6a
1.94190  00  5a
1.94217  00  00
1.94245  00  25

1.98805  90  00
1.98834  00  00
1.98862  00  80
1.98891  0a  00
1.98918  00  aa
1.98945  b0  00
1.98974  00  16
1.99000  00  16
1.99027  a0  50
1.99056  00  00
1.99083  e4  c8
1.99114  00  9c
1.99141  b2  6a
1.99224  00  5a
1.99255  00  00
1.99282  00  25

2.03792  90  00
2.03821  00  00
2.03848  00  80
2.03878  0a  00
2.03905  00  aa
2.03931  b0  00
2.03960  00  16
2.03986  00  16
2.04013  a0  50
2.04042  00  00
2.04069  e4  c8
2.04100  00  9c
2.04127  b2  6a
2.04157  00  5a
2.04184  00  00
2.04211  00  25

2.08780  90  00
2.08809  00  00
2.08836  00  80
2.08866  0a  00
2.08893  00  aa
2.08919  b0  00
2.08948  00  16
2.08975  00  16
2.09002  a0  50
2.09031  00  00
2.09057  e4  c8
2.09089  00  9c
2.09116  b2  6a
2.09146  00  5a
2.09173  00  00
2.09200  00  25

2.13767  90  00
2.13796  00  00
2.13823  00  80
2.13853  0a  00
2.13880  00  aa
2.13906  b0  00
2.13936  00  16
2.13962  00  16
2.13989  a0  50
2.14018  00  00
2.14045  e4  c8
2.14076  00  9c
2.14103  b2  6a
2.14133  00  5a
2.14160  00  00
2.14187  00  25

2.18754  90  00
2.18783  00  00
2.18811  00  80
2.18840  0a  00
2.18867  00  aa
2.18893  b0  00
2.18923  00  16
2.18950  00  16
2.18976  a0  50
2.19005  00  00
2.19032  e4  c8
2.19063  00  9c
2.19090  b2  6a
2.19120  00  5a
2.19147  00  00
2.19173  00  25

2.23742  90  00
2.23770  00  00
2.23798  00  80
2.23828  0a  00
2.23854  00  aa
2.23881  b0  00
2.23910  00  16
2.23936  00  16
2.23963  a0  50
2.23992  00  00
2.24019  e4  c8
2.24051  00  9c
2.24078  b2  6a
2.24108  00  5a
2.24135  00  00
2.24162  00  25

2.28729  90  00
2.28757  00  00
2.28785  00  80
2.28814  0a  00
2.28841  00  aa
2.28867  b0  00
2.28897  00  16
2.28924  00  16
2.28951  a0  50
2.28980  00  00
2.29007  e4  c8
2.29038  00  9c
2.29065  b2  6a
2.29095  00  5a
2.29121  00  00
2.29148  00  25

2.33716  90  00
2.33745  00  00
2.33773  00  80
2.33802  0a  00
2.33829  00  aa
2.33855  b0  00
2.33884  00  16
2.33911  00  16
2.33938  a0  50
2.33967  00  00
2.33994  e4  c8
2.34025  00  9c
2.34052  b2  6a
2.34082  00  5a
2.34108  00  00
2.34135  00  25

2.38703  90  00
2.38732  00  00
2.38759  00  80
2.38789  0a  00
2.38816  00  aa
2.38842  b0  00
2.38871  00  16
2.38898  00  16
2.38925  a0  50
2.38954  00  00
2.38981  e4  c8
2.39012  00  9c
2.39039  b2  6a
2.39070  00  5a
2.39097  00  00
2.39123  00  25

2.43691  90  00
2.43719  00  00
2.43747  00  80
2.43777  0a  00
2.43803  00  aa
2.43830  b0  00
2.43859  00  16
2.43885  00  16
2.43912  a0  50
2.43941  00  00
2.43968  e4  c8
2.43998  00  9c
2.44025  b2  6a
2.44055  00  5a
2.44081  00  00
2.44108  00  25

2.48678  90  00
2.48706  00  00
2.48734  00  80
2.48763  0a  00
2.48791  00  aa
2.48817  b0  00
2.48847  00  16
2.48873  00  16
2.48900  a0  50
2.48929  00  00
2.48956  e4  c8
2.48987  00  9c
2.49014  b2  6a
2.49043  00  5a
2.49070  00  00
2.49097  00  25

2.53665  90  00
2.53694  00  00
2.53722  00  80
2.53751  0a  00
2.53778  00  aa
2.53805  b0  00
2.53833  00  16
2.53860  00  16
2.53887  a0  50
2.53916  00  00
2.53943  e4  c8
2.53974  00  9c
2.54001  b2  6a
2.54031  00  5a
2.54057  00  00
2.54084  00  25

2.58653  90  00
2.58681  00  00
2.58708  00  80
2.58738  0a  00
2.58765  00  aa
2.58792  b0  00
2.58821  00  16
2.58848  00  16
2.58875  a0  50
2.58904  00  00
2.58930  e4  c8
2.58962  00  9c
2.58989  b2  6a
2.59019  00  5a
2.59046  00  00
2.59073  00  25

2.63640  90  00
2.63668  00  00
2.63696  00  80
2.63725  0a  00
2.63752  00  aa
2.63779  b0  00
2.63807  00  16
2.63834  00  16
2.63861  a0  50
2.63890  00  00
2.63917  e4  c8
2.63948  00  9c
2.63975  b2  6a
2.64005  00  5a
2.64032  00  00
2.64059  00  25

2.68626  90  00
2.68655  00  00
2.68682  00  80
2.68712  0a  00
2.68739  00  aa
2.68766  b0  00
2.68795  00  16
2.68822  00  16
2.68849  a0  50
2.68878  00  00
2.68908  e4  c8
2.68939  00  9c
2.68966  b2  6a
2.68996  00  5a
2.69023  00  00
2.69050  00  25
2.69088  c0  00
2.69117  00  00
2.69144  00  00
2.69171  90  00
2.69203  00  00
2.69231  00  80
2.69258  07  00
2.69305  0e  07
2.69333  0f  0e

2.69519  90  0f
2.69547  00  00
2.69575  00  80
