# time   MOSI  MISO
0.00015  00  08
0.00093  0a  00
0.00121  00  aa
0.00166  0a  00
0.00193  00  aa
0.00220  80  00
0.00248  0a  81
0.00276  99  87
0.00304  01  00
0.00331  00  c8
0.00358  00  00
0.00385  00  c8
0.00413  00  00
0.00440  00  00
0.00467  b0  00
0.00496  00  16
0.00523  00  16
0.00550  a0  50
0.00579  00  00
0.00605  e4  c8
0.00637  00  9c
0.00664  00  6a
0.00703  50  00
0.00730  2f  50
0.00758  90  50
0.00787  00  00
0.00814  00  80
0.00841  0c  00

0.04686  90  0c
0.04715  00  00
0.04742  00  80
0.04773  0a  00
0.04800  00  aa
0.04826  b0  00
0.04856  00  16
0.04883  00  16
0.04909  a0  50
0.04938  00  00
0.04964  e4  c8
0.04995  00  9c
0.05022  b2  6a
0.05052  00  5a
0.05078  00  00
0.05105  00  25

0.09673  90  00
0.09702  00  00
0.09730  00  80
0.09762  0a  00
0.09789  00  aa
0.09815  b0  00
0.09844  00  16
0.09871  00  16
0.09898  a0  50
0.09926  00  00
0.09953  e4  c8
0.09984  00  9c
0.10011  b2  6a
0.10041  00  5a
0.10067  00  00
0.10094  00  25

0.14662  90  00
0.14692  00  00
0.14720  00  80
0.14752  0a  00
0.14779  00  aa
0.14807  b0  00
0.14836  00  16
0.14863  00  16
0.14890  a0  50
0.14919  00  00
0.14945  e4  c8
0.14977  00  9c
0.15004  b2  6a
0.15035  00  5a
0.15062  00  00
0.15089  00  25

0.19647  90  00
0.19677  00  00
0.19705  00  80
0.19737  0a  00
0.19764  00  aa
0.19792  b0  00
0.19825  00  16
0.19852  00  16
0.19879  a0  50
0.19907  00  00
0.19934  e4  c8
0.19966  00  9c
0.19995  b2  6a
0.20025  00  5a
0.20052  00  00
0.20079  00  25

0.24638  90  00
0.24667  00  00
0.24694  00  80
0.24727  0a  00
0.24754  00  aa
0.24781  b0  00
0.24811  00  16
0.24838  00  16
0.24865  a0  50
0.24893  00  00
0.24920  e4  c8
0.24951  00  9c
0.24978  b2  6a
0.25010  00  5a
0.25037  00  00
0.25064  00  25

0.29627  90  00
0.29655  00  00
0.29682  00  80
0.29714  0a  00
0.29741  00  aa
0.29769  b0  00
0.29798  00  16
0.29825  00  16
0.29852  a0  50
0.29880  00  00
0.29907  e4  c8
0.29938  00  9c
0.29966  b2  6a
0.29997  00  5a
0.30024  00  00
0.30051  00  25

0.34614  90  00
0.34642  00  00
0.34670  00  80
0.34702  0a  00
0.34732  00  aa
0.34758  b0  00
0.34787  00  16
0.34813  00  16
0.34841  a0  50
0.34870  00  00
0.34897  e4  c8
0.34929  00  9c
0.34956  b2  6a
0.34985  00  5a
0.35012  00  00
0.35039  00  25

0.39597  90  00
0.39625  00  00
0.39653  00  80
0.39685  0a  00
0.39712  00  aa
0.39740  b0  00
0.39772  00  16
0.39799  00  16
0.39826  a0  50
0.39855  00  00
0.39882  e4  c8
0.39913  00  9c
0.39940  b2  6a
0.39972  00  5a
0.40001  00  00
0.40028  00  25

0.44584  90  00
0.44613  00  00
0.44640  00  80
0.44672  0a  00
0.44702  00  aa
0.44728  b0  00
0.44760  00  16
0.44787  00  16
0.44814  a0  50
0.44843  00  00
0.44871  e4  c8
0.44901  00  9c
0.44931  b2  6a
0.44962  00  5a
0.44988  00  00
0.45015  00  25

0.49572  90  00
0.49600  00  00
0.49628  00  80
0.49660  0a  00
0.49687  00  aa
0.49714  b0  00
0.49742  00  16
0.49769  00  16
0.49796  a0  50
0.49827  00  00
0.49853  e4  c8
0.49885  00  9c
0.49912  b2  6a
0.49942  00  5a
0.49971  00  00
0.49997  00  25

0.54559  90  00
0.54587  00  00
0.54617  00  80
0.54646  0a  00
0.54674  00  aa
0.54701  b0  00
0.54730  00  16
0.54756  00  16
0.54783  a0  50
0.54811  00  00
0.54838  e4  c8
0.54869  00  9c
0.54896  b2  6a
0.54925  00  5a
0.54952  00  00
0.54979  00  25

0.59548  90  00
0.59576  00  00
0.59604  00  80
0.59634  0a  00
0.59660  00  aa
0.59687  b0  00
0.59716  00  16
0.59743  00  16
0.59770  a0  50
0.59799  00  00
0.59826  e4  c8
0.59857  00  9c
0.59887  b2  6a
0.59916  00  5a
0.59943  00  00
0.59970  00  25

0.64534  90  00
0.64562  00  00
0.64589  00  80
0.64619  0a  00
0.64646  00  aa
0.64672  b0  00
0.64701  00  16
0.64728  00  16
0.64755  a0  50
0.64784  00  00
0.64811  e4  c8
0.64842  00  9c
0.64871  b2  6a
0.64901  00  5a
0.64928  00  00
0.64955  00  25

0.69521  90  00
0.69550  00  00
0.69577  00  80
0.69607  0a  00
0.69634  00  aa
0.69661  b0  00
0.69692  00  16
0.69719  00  16
0.69747  a0  50
0.69775  00  00
0.69803  e4  c8
0.69834  00  9c
0.69861  b2  6a
0.69892  00  5a
0.69919  00  00
0.69946  00  25

0.74508  90  00
0.74536  00  00
0.74564  00  80
0.74595  0a  00
0.74622  00  aa
0.74649  b0  00
0.74678  00  16
0.74705  00  16
0.74732  a0  50
0.74761  00  00
0.74788  e4  c8
0.74819  00  9c
0.74847  b2  6a
0.74876  00  5a
0.74903  00  00
0.74930  00  25

0.79501  90  00
0.79529  00  00
0.79556  00  80
0.79587  0a  00
0.79614  00  aa
0.79641  b0  00
0.79671  00  16
0.79698  00  16
0.79725  a0  50
0.79754  00  00
0.79782  e4  c8
0.79813  00  9c
0.79841  b2  6a
0.79871  00  5a
0.79897  00  00
0.79926  00  25

0.84488  90  00
0.84517  00  00
0.84544  00  80
0.84575  0a  00
0.84602  00  aa
0.84628  b0  00
0.84659  00  16
0.84685  00  16
0.84712  a0  50
0.84741  00  00
0.84770  e4  c8
0.84802  00  9c
0.84829  b2  6a
0.84859  00  5a
0.84886  00  00
0.84913  00  25

0.89476  90  00
0.89504  00  00
0.89532  00  80
0.89563  0a  00
0.89590  00  aa
0.89616  b0  00
0.89646  00  16
0.89672  00  16
0.89699  a0  50
0.89728  00  00
0.89756  e4  c8
0.89788  00  9c
0.89815  b2  6a
0.89845  00  5a
0.89872  00  00
0.89899  00  25

0.94463  90  00
0.94491  00  00
0.94520  00  80
0.94549  0a  00
0.94576  00  aa
0.94603  b0  00
0.94633  00  16
0.94662  00  16
0.94689  a0  50
0.94717  00  00
0.94744  e4  c8
0.94776  00  9c
0.94803  b2  6a
0.94833  00  5a
0.94860  00  00
0.94887  00  25

0.99450  90  00
0.99479  00  00
0.99507  00  80
0.99537  0a  00
0.99564  00  aa
0.99592  b0  00
0.99621  00  16
0.99648  00  16
0.99675  a0  50
0.99704  00  00
0.99731  e4  c8
0.99762  00  9c
0.99789  b2  6a
0.99822  00  5a
0.99849  00  00
0.99876  00  25

1.04438  90  00
1.04468  00  00
1.04497  00  80
1.04525  0a  00
1.04552  00  aa
1.04579  b0  00
1.04609  00  16
1.04635  00  16
1.04662  a0  50
1.04691  00  00
1.04718  e4  c8
1.04752  00  9c
1.04779  b2  6a
1.04809  00  5a
1.04836  00  00
1.04863  00  25

1.09425  90  00
1.09454  00  00
1.09482  00  80
1.09512  0a  00
1.09538  00  aa
1.09565  b0  00
1.09595  00  16
1.09622  00  16
1.09649  a0  50
1.09678  00  00
1.09705  e4  c8
1.09736  00  9c
1.09763  b2  6a
1.09794  00  5a
1.09821  00  00
1.09849  00  25

1.14414  90  00
1.14442  00  00
1.14472  00  80
1.14499  0a  00
1.14527  00  aa
1.14553  b0  00
1.14583  00  16
1.14610  00  16
1.14637  a0  50
1.14668  00  00
1.14694  e4  c8
1.14725  00  9c
1.14752  b2  6a
1.14782  00  5a
1.14809  00  00
1.14836  00  25

1.19401  90  00
1.19430  00  00
1.19459  00  80
1.19489  0a  00
1.19516  00  aa
1.19544  b0  00
1.19573  00  16
1.19600  00  16
1.19627  a0  50
1.19656  00  00
1.19682  e4  c8
1.19714  00  9c
1.19741  b2  6a
1.19770  00  5a
1.19797  00  00
1.19825  00  25

1.24388  90  00
1.24418  00  00
1.24447  00  80
1.24477  0a  00
1.24504  00  aa
